1229214199254,89,Br̩sil
1229214203191,2,Allemagne
1229214205390,59,Suisse
1229214208330,60,Finlande
1229214211319,74,Japon
1229214213881,11,Pays-Bas
1229214217020,46,Pakistan
1229214220730,56,Autriche
1229214220884,87,Alg̩rie
1229214223425,43,Belgique
1229214223766,33,Portugal
1229214226556,53,Suisse
1229214228815,76,Pakistan
1229214229720,78,Pakistan
1229214231867,11,Maroc
1229214233534,54,Autriche
1229214237327,51,Italie
1229214240551,44,Chine
1229214242386,0,Russie
1229214244747,61,Hollande
1229214246169,73,Angleterre
1229214249676,65,Chine
1229214253622,62,Japon
1229214257539,13,Pakistan
1229214258411,47,Egypte
1229214258707,19,Hollande
1229214259303,80,Tunisie
1229214259642,7,Afrique du Sud
1229214260486,50,Egypte
1229214263834,64,Egypte
1229214264481,3,Afrique du Sud
1229214264638,0,Egypte
1229214267574,2,Maroc
1229214269888,69,Tunisie
1229214272962,87,Japon
1229214275596,39,Pays-Bas
1229214279565,89,Etats-Unis
1229214282229,80,Egypte
1229214283952,62,P̩rou
1229214285089,82,Hollande
1229214287197,49,Portugal
1229214288822,79,Pays-Bas
1229214291564,45,Su̬de
1229214295165,0,Iran
1229214297694,96,Gabon
1229214298578,21,Egypte
1229214298923,52,Suisse
1229214301642,61,Angleterre
1229214302364,93,Argentine
1229214304947,69,Chine
1229214306550,80,Cor̩e du Sud
1229214307560,83,Cor̩e du Sud
1229214308201,64,Pays-Bas
1229214308433,7,P̩rou
1229214309557,84,Portugal
1229214310763,37,Afrique du Sud
1229214312611,10,Japon
1229214315892,39,Finlande
1229214316676,67,Inde
1229214319320,61,Portugal
1229214322419,39,Espagne
1229214324241,83,Inde
1229214328198,82,Tunisie
1229214330857,92,Chine
1229214333593,16,Su̬de
1229214334678,40,Italie
1229214336393,42,Russie
1229214336895,21,Pakistan
1229214338694,5,Italie
1229214340768,72,France
1229214344211,58,Alg̩rie
1229214345436,48,Pakistan
1229214346553,92,Autriche
1229214347863,6,Irlande
1229214348399,7,Russie
1229214348736,77,Allemagne
1229214350307,8,Espagne
1229214354158,38,Russie
1229214356615,1,Iran
1229214359437,0,Br̩sil
1229214362002,70,Argentine
1229214365199,22,Argentine
1229214365351,89,Br̩sil
1229214368959,37,Alg̩rie
1229214371404,75,Suisse
1229214371443,63,Portugal
1229214373639,8,Alg̩rie
1229214373915,80,Portugal
1229214375785,55,Russie
1229214377241,14,Argentine
1229214379804,88,Russie
1229214381749,60,Japon
1229214383833,5,Japon
1229214386283,41,Etats-Unis
1229214389326,38,Finlande
1229214390770,49,Angleterre
1229214391123,91,Portugal
1229214394249,61,Tunisie
1229214397888,97,Pakistan
1229214398268,47,Br̩sil
1229214398664,17,Finlande
1229214400734,66,Autriche
1229214404277,17,Espagne
1229214405624,15,Pakistan
1229214407874,95,Italie
1229214410649,26,Suisse
1229214411040,73,France
1229214411298,95,Alg̩rie
1229214413449,32,Inde
1229214414483,77,Afrique du Sud
1229214418372,91,Irlande
1229214419963,63,Br̩sil
1229214422642,91,Chine
1229214424473,50,Alg̩rie
1229214428207,61,Russie
1229214428692,72,Etats-Unis
1229214429233,68,Tunisie
1229214430207,75,Pays-Bas
1229214433190,18,Chine
1229214434983,94,Suisse
1229214436892,90,Japon
1229214438174,94,Japon
1229214441687,49,Afrique du Sud
1229214442388,98,Pays-Bas
1229214444810,61,Angleterre
1229214446005,32,Br̩sil
1229214447316,30,France
1229214448367,4,Pays-Bas
1229214449190,88,Etats-Unis
1229214449558,11,Egypte
1229214453200,36,Pays-Bas
1229214454920,27,Etats-Unis
1229214455651,74,Japon
1229214459129,71,Allemagne
1229214461515,76,Autriche
1229214463685,6,Etats-Unis
1229214466164,98,Inde
1229214469909,83,Afrique du Sud
1229214471461,93,Espagne
1229214475173,28,Iran
1229214475806,36,Espagne
1229214478347,54,Inde
1229214480470,68,Alg̩rie
1229214481538,26,Pakistan
1229214485174,70,Pakistan
1229214489094,85,Italie
1229214489774,14,Gabon
1229214490469,93,Autriche
1229214494467,12,Gabon
1229214496602,32,Italie
